"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000000904565,000000904565,2,60,,,,
000000904563,000000904563,2,60,,,,
000000900671,000000900671,2,120,,,,
000000904561,000000904561,2,60,,,,
000000903906,000000903906,2,60,,,,
000000921427,000000921427,2,120,,,,
000000921424,000000921424,2,120,,,,
000000921705,000000921705,2,120,,,,
000000921665,000000921665,2,120,,,,
000000921662,000000921662,2,120,,,,
000000905080,000000905080,2,60,,,,
000000921660,000000921660,2,120,,,,
000000901591,000000901591,2,60,,,,
000000921661,000000921661,2,120,,,,
000000905088,000000905088,2,60,,,,
000000921669,000000921669,2,120,,,,
000000903866,000000903866,2,60,,,,
000000921707,000000921707,2,120,,,,
000000903864,000000903864,2,60,,,,
000000921704,000000921704,2,120,,,,
000000905084,000000905084,2,60,,,,
000000901631,000000901631,2,120,,,,
000000909638,000000909638,2,120,,,,
000000903311,000000903311,2,60,,,,
000000909146,000000909146,2,60,,,,
000000909140,000000909140,2,60,,,,
000000901141,000000901141,2,60,,,,
000000903681,000000903681,2,60,,,,
000000903033,000000903033,2,60,,,,
000000921666,000000921666,2,120,,,,
000000908380,000000908380,2,60,,,,
000000907049,000000907049,2,60,,,,
000000908388,000000908388,2,60,,,,
000000907166,000000907166,2,60,,,,
000000907164,000000907164,2,60,,,,
000000907162,000000907162,2,60,,,,
000000907160,000000907160,2,60,,,,
000000903271,000000903271,2,60,,,,
000000909636,000000909636,2,120,,,,
000000901637,000000901637,2,60,,,,
000000905525,000000905525,2,60,,,,
000000909634,000000909634,2,120,,,,
000000908383,000000908383,2,60,,,,
000000905642,000000905642,2,60,,,,
000000905640,000000905640,2,60,,,,
000000905767,000000905767,2,60,,,,
000000905764,000000905764,2,60,,,,
000000905762,000000905762,2,60,,,,
000000905760,000000905760,2,60,,,,
000000902851,000000902851,2,120,,,,
000000905768,000000905768,2,60,,,,
000000907046,000000907046,2,60,,,,
000000907044,000000907044,2,60,,,,
000000907042,000000907042,2,60,,,,
000000907040,000000907040,2,60,,,,
000000908386,000000908386,2,60,,,,
000000908384,000000908384,2,60,,,,
000000903938,000000903938,2,60,,,,
000000905986,000000905986,2,60,,,,
000000902061,000000902061,2,60,,,,
000000900421,000000900421,2,120,,,,
000000921290,000000921290,2,120,,,,
000000902791,000000902791,2,60,,,,
000000906281,000000906281,2,60,,,,
000000910300,000000910300,2,60,,,,
000000921731,000000921731,2,120,,,,
000000921738,000000921738,2,120,,,,
000000906151,000000906151,2,60,,,,
000000921739,000000921739,2,120,,,,
000000903936,000000903936,2,60,,,,
000000903934,000000903934,2,60,,,,
000000903932,000000903932,2,60,,,,
000000921732,000000921732,2,120,,,,
000000909582,000000909582,2,60,,,,
000000904758,000000904758,2,60,,,,
000000921610,000000921610,2,120,,,,
000000921611,000000921611,2,120,,,,
000000901581,000000901581,2,60,,,,
000000909580,000000909580,2,120,,,,
000000918543,000000918543,2,120,,,,
000000921618,000000921618,2,120,,,,
000000921736,000000921736,2,120,,,,
000000921737,000000921737,2,120,,,,
000000906724,000000906724,2,60,,,,
000000921735,000000921735,2,120,,,,
000000903301,000000903301,2,60,,,,
000000909174,000000909174,2,60,,,,
000000909172,000000909172,2,60,,,,
000000909170,000000909170,2,60,,,,
000000909178,000000909178,2,60,,,,
000000905391,000000905391,2,60,,,,
000000900881,000000900881,2,120,,,,
000000904756,000000904756,2,60,,,,
000000904752,000000904752,2,60,,,,
000000909586,000000909586,2,120,,,,
000000921612,000000921612,2,120,,,,
000000909058,000000909058,2,60,,,,
000000922165,000000922165,2,120,,,,
000000907112,000000907112,2,60,,,,
000000907113,000000907113,2,60,,,,
000000907110,000000907110,2,60,,,,
000000903261,000000903261,2,60,,,,
000000907118,000000907118,2,60,,,,
000000909056,000000909056,2,60,,,,
000000909054,000000909054,2,60,,,,
000000909052,000000909052,2,60,,,,
000000909050,000000909050,2,60,,,,
000000907481,000000907481,2,60,,,,
000000907114,000000907114,2,60,,,,
000000905716,000000905716,2,60,,,,
000000905714,000000905714,2,60,,,,
000000908294,000000908294,2,60,,,,
000000905712,000000905712,2,60,,,,
000000908292,000000908292,2,60,,,,
000000907358,000000907358,2,120,,,,
000000905710,000000905710,2,60,,,,
000000908290,000000908290,2,60,,,,
000000902841,000000902841,2,120,,,,
000000905718,000000905718,2,60,,,,
000000907076,000000907076,2,60,,,,
000000907074,000000907074,2,60,,,,
000000907072,000000907072,2,60,,,,
000000907070,000000907070,2,60,,,,
000000903541,000000903541,2,60,,,,
000000907078,000000907078,2,60,,,,
000000907116,000000907116,2,60,,,,
000000908297,000000908297,2,60,,,,
000000921280,000000921280,2,120,,,,
000000921288,000000921288,2,120,,,,
000000921289,000000921289,2,120,,,,
000000902131,000000902131,2,120,,,,
000000905676,000000905676,2,60,,,,
000000905670,000000905670,2,60,,,,
000000905678,000000905678,2,60,,,,
000000907356,000000907356,2,120,,,,
000000907352,000000907352,2,120,,,,
000000921282,000000921282,2,120,,,,
000000903924,000000903924,2,60,,,,
000000904509,000000904509,2,60,,,,
000000903928,000000903928,2,60,,,,
000000905898,000000905898,2,60,,,,
000000904221,000000904221,2,60,,,,
000000906592,000000906592,2,60,,,,
000000906590,000000906590,2,60,,,,
000000921286,000000921286,2,120,,,,
000000921287,000000921287,2,120,,,,
000000904503,000000904503,2,60,,,,
000000921156,000000921156,2,120,,,,
000000921152,000000921152,2,120,,,,
000000921153,000000921153,2,120,,,,
000000903808,000000903808,2,60,,,,
000000921728,000000921728,2,120,,,,
000000906141,000000906141,2,60,,,,
000000904507,000000904507,2,60,,,,
000000904505,000000904505,2,60,,,,
000000921606,000000921606,2,120,,,,
000000921607,000000921607,2,120,,,,
000000921604,000000921604,2,120,,,,
000000921605,000000921605,2,120,,,,
000000921602,000000921602,2,120,,,,
000000921603,000000921603,2,120,,,,
000000921600,000000921600,2,120,,,,
000000904748,000000904748,2,60,,,,
000000906631,000000906631,2,60,,,,
000000921601,000000921601,2,120,,,,
000000921608,000000921608,2,120,,,,
000000921609,000000921609,2,120,,,,
000000921726,000000921726,2,120,,,,
000000903804,000000903804,2,60,,,,
000000904740,000000904740,2,60,,,,
000000901041,000000901041,2,120,,,,
000000909048,000000909048,2,60,,,,
000000909166,000000909166,2,60,,,,
000000909164,000000909164,2,60,,,,
000000901161,000000901161,2,60,,,,
000000909160,000000909160,2,60,,,,
000000909168,000000909168,2,60,,,,
000000909495,000000909495,2,60,,,,
000000909493,000000909493,2,60,,,,
000000905383,000000905383,2,60,,,,
000000905381,000000905381,2,60,,,,
000000904746,000000904746,2,60,,,,
000000904744,000000904744,2,60,,,,
000000909042,000000909042,2,60,,,,
000000913173,000000913173,2,120,,,,
000000905708,000000905708,2,60,,,,
000000908288,000000908288,2,60,,,,
000000907066,000000907066,2,60,,,,
000000907064,000000907064,2,60,,,,
000000907062,000000907062,2,60,,,,
000000913179,000000913179,2,120,,,,
000000903571,000000903571,2,60,,,,
000000907104,000000907104,2,60,,,,
000000903215,000000903215,2,60,,,,
000000907102,000000907102,2,60,,,,
000000903213,000000903213,2,60,,,,
000000903211,000000903211,2,60,,,,
000000909044,000000909044,2,60,,,,
000000913175,000000913175,2,120,,,,
000000905660,000000905660,2,60,,,,
000000905668,000000905668,2,60,,,,
000000905706,000000905706,2,60,,,,
000000905704,000000905704,2,60,,,,
000000908284,000000908284,2,60,,,,
000000907348,000000907348,2,120,,,,
000000905700,000000905700,2,60,,,,
000000913177,000000913177,2,120,,,,
000000905662,000000905662,2,60,,,,
000000910320,000000910320,2,60,,,,
000000905888,000000905888,2,60,,,,
000000908156,000000908156,2,60,,,,
000000908154,000000908154,2,60,,,,
000000908152,000000908152,2,60,,,,
000000906581,000000906581,2,60,,,,
000000908150,000000908150,2,60,,,,
000000908158,000000908158,2,60,,,,
000000902001,000000902001,2,120,,,,
000000902121,000000902121,2,120,,,,
000000905666,000000905666,2,60,,,,
000000905664,000000905664,2,60,,,,
000000910322,000000910322,2,60,,,,
000000900605,000000900605,2,60,,,,
000000921148,000000921148,2,120,,,,
000000900601,000000900601,2,60,,,,
000000905886,000000905886,2,60,,,,
000000905882,000000905882,2,60,,,,
000000921635,000000921635,2,120,,,,
000000921632,000000921632,2,120,,,,
000000921630,000000921630,2,120,,,,
000000904779,000000904779,2,120,,,,
000000906621,000000906621,2,60,,,,
000000921638,000000921638,2,120,,,,
000000921639,000000921639,2,120,,,,
000000904411,000000904411,2,60,,,,
000000903836,000000903836,2,60,,,,
000000903834,000000903834,2,60,,,,
000000903830,000000903830,2,60,,,,
000000921147,000000921147,2,120,,,,
000000921144,000000921144,2,120,,,,
000000921634,000000921634,2,120,,,,
000000909078,000000909078,2,60,,,,
000000909110,000000909110,2,60,,,,
000000904657,000000904657,2,60,,,,
000000904654,000000904654,2,60,,,,
000000904651,000000904651,2,60,,,,
000000909482,000000909482,2,60,,,,
000000909480,000000909480,2,60,,,,
000000921637,000000921637,2,120,,,,
000000913491,000000913491,2,120,,,,
000000909354,000000909354,2,60,,,,
000000909352,000000909352,2,60,,,,
000000901351,000000901351,2,120,,,,
000000909350,000000909350,2,60,,,,
000000907136,000000907136,2,60,,,,
000000907134,000000907134,2,60,,,,
000000907132,000000907132,2,60,,,,
000000907130,000000907130,2,60,,,,
000000903201,000000903201,2,60,,,,
000000907138,000000907138,2,60,,,,
000000904994,000000904994,2,60,,,,
000000909074,000000909074,2,60,,,,
000000904992,000000904992,2,60,,,,
000000909072,000000909072,2,60,,,,
000000901073,000000901073,2,120,,,,
000000909071,000000909071,2,60,,,,
000000907018,000000907018,2,60,,,,
000000907376,000000907376,2,120,,,,
000000907374,000000907374,2,120,,,,
000000907372,000000907372,2,120,,,,
000000905736,000000905736,2,60,,,,
000000905734,000000905734,2,60,,,,
000000905735,000000905735,2,60,,,,
000000905732,000000905732,2,60,,,,
000000905730,000000905730,2,60,,,,
000000907378,000000907378,2,120,,,,
000000905738,000000905738,2,60,,,,
000000907014,000000907014,2,60,,,,
000000907012,000000907012,2,60,,,,
000000907010,000000907010,2,60,,,,
000000903561,000000903561,2,60,,,,
000000913495,000000913495,2,120,,,,
000000913493,000000913493,2,120,,,,
000000905618,000000905618,2,60,,,,
000000906952,000000906952,2,60,,,,
000000906950,000000906950,2,60,,,,
000000907257,000000907257,2,180,,,,
000000907253,000000907253,2,180,,,,
000000907251,000000907251,2,120,,,,
000000905616,000000905616,2,60,,,,
000000905617,000000905617,2,60,,,,
000000905612,000000905612,2,60,,,,
000000905610,000000905610,2,60,,,,
000000906954,000000906954,2,60,,,,
000000900631,000000900631,2,120,,,,
000000906491,000000906491,2,60,,,,
000000900145,000000900145,2,60,,,,
000000908144,000000908144,2,60,,,,
000000921582,000000921582,2,120,,,,
000000908142,000000908142,2,60,,,,
000000921580,000000921580,2,120,,,,
000000921580,000000921580,2,1,"46240","46232",,
000000908140,000000908140,2,60,,,,
000000902681,000000902681,2,60,,,,
000000902033,000000902033,2,60,,,,
000000902031,000000902031,2,60,,,,
000000908148,000000908148,2,60,,,,
000000906956,000000906956,2,60,,,,
000000921051,000000921051,2,120,,,,
000000921058,000000921058,2,120,,,,
000000904401,000000904401,2,60,,,,
000000921059,000000921059,2,120,,,,
000000903822,000000903822,2,60,,,,
000000903828,000000903828,2,60,,,,
000000902271,000000902271,2,60,,,,
000000906161,000000906161,2,60,,,,
000000921050,000000921050,2,120,,,,
000000904760,000000904760,2,60,,,,
000000903191,000000903191,2,60,,,,
000000921626,000000921626,2,120,,,,
000000921624,000000921624,2,120,,,,
000000921625,000000921625,2,120,,,,
000000921623,000000921623,2,120,,,,
000000904768,000000904768,2,60,,,,
000000921620,000000921620,2,120,,,,
000000921056,000000921056,2,120,,,,
000000921057,000000921057,2,120,,,,
000000921054,000000921054,2,120,,,,
000000921052,000000921052,2,120,,,,
000000921053,000000921053,2,120,,,,
000000921628,000000921628,2,120,,,,
000000909068,000000909068,2,60,,,,
000000905284,000000905284,2,60,,,,
000000905281,000000905281,2,60,,,,
000000909106,000000909106,2,60,,,,
000000909104,000000909104,2,60,,,,
000000909102,000000909102,2,60,,,,
000000901101,000000901101,2,60,,,,
000000904647,000000904647,2,60,,,,
000000904645,000000904645,2,60,,,,
000000904643,000000904643,2,60,,,,
000000909108,000000909108,2,60,,,,
000000904641,000000904641,2,60,,,,
000000904649,000000904649,2,60,,,,
000000904764,000000904764,2,60,,,,
000000904988,000000904988,2,60,,,,
000000909342,000000909342,2,60,,,,
000000909340,000000909340,2,60,,,,
000000907126,000000907126,2,60,,,,
000000907124,000000907124,2,60,,,,
000000907122,000000907122,2,60,,,,
000000907120,000000907120,2,60,,,,
000000901349,000000901349,2,60,,,,
000000903231,000000903231,2,60,,,,
000000909348,000000909348,2,60,,,,
000000907128,000000907128,2,60,,,,
000000904986,000000904986,2,60,,,,
000000909064,000000909064,2,60,,,,
000000904982,000000904982,2,60,,,,
000000909062,000000909062,2,60,,,,
000000904980,000000904980,2,60,,,,
000000909060,000000909060,2,60,,,,
000000907006,000000907006,2,60,,,,
000000903511,000000903511,2,60,,,,
000000907008,000000907008,2,60,,,,
000000902931,000000902931,2,120,,,,
000000909346,000000909346,2,60,,,,
000000909344,000000909344,2,60,,,,
000000905600,000000905600,2,60,,,,
000000905608,000000905608,2,60,,,,
000000905609,000000905609,2,60,,,,
000000907366,000000907366,2,120,,,,
000000907364,000000907364,2,120,,,,
000000907362,000000907362,2,120,,,,
000000907360,000000907360,2,120,,,,
000000903471,000000903471,2,120,,,,
000000905726,000000905726,2,60,,,,
000000905724,000000905724,2,60,,,,
000000902815,000000902815,2,60,,,,
000000905722,000000905722,2,60,,,,
000000905720,000000905720,2,60,,,,
000000905721,000000905721,2,60,,,,
000000902811,000000902811,2,60,,,,
000000905602,000000905602,2,60,,,,
000000921952,000000921952,2,120,,,,
000000904391,000000904391,2,60,,,,
000000906948,000000906948,2,60,,,,
000000910181,000000910181,2,60,,,,
000000906481,000000906481,2,60,,,,
000000908050,000000908050,2,60,,,,
000000921491,000000921491,2,120,,,,
000000921498,000000921498,2,120,,,,
000000902301,000000902301,2,120,,,,
000000908174,000000908174,2,60,,,,
000000908172,000000908172,2,60,,,,
000000900171,000000900171,2,120,,,,
000000908170,000000908170,2,60,,,,
000000908178,000000908178,2,60,,,,
000000902021,000000902021,2,120,,,,
000000906944,000000906944,2,60,,,,
000000921490,000000921490,2,120,,,,
000000902261,000000902261,2,60,,,,
000000906111,000000906111,2,60,,,,
000000900623,000000900623,2,120,,,,
000000921496,000000921496,2,120,,,,
000000921497,000000921497,2,120,,,,
000000908056,000000908056,2,60,,,,
000000921494,000000921494,2,120,,,,
000000908054,000000908054,2,60,,,,
000000921492,000000921492,2,120,,,,
000000906483,000000906483,2,60,,,,
000000908052,000000908052,2,60,,,,
000000921046,000000921046,2,120,,,,
000000921047,000000921047,2,120,,,,
000000921044,000000921044,2,120,,,,
000000921045,000000921045,2,120,,,,
000000921042,000000921042,2,120,,,,
000000921040,000000921040,2,120,,,,
000000921048,000000921048,2,120,,,,
000000921049,000000921049,2,120,,,,
000000909130,000000909130,2,60,,,,
000000904675,000000904675,2,60,,,,
000000904671,000000904671,2,60,,,,
000000914313,000000914313,2,120,,,,
000000906351,000000906351,2,60,,,,
000000904715,000000904715,2,60,,,,
000000903183,000000903183,2,60,,,,
000000903181,000000903181,2,60,,,,
000000904896,000000904896,2,60,,,,
000000904894,000000904894,2,60,,,,
000000909374,000000909374,2,60,,,,
000000904892,000000904892,2,60,,,,
000000904890,000000904890,2,60,,,,
000000909370,000000909370,2,60,,,,
000000904898,000000904898,2,60,,,,
000000909378,000000909378,2,120,,,,
000000905598,000000905598,2,60,,,,
000000909010,000000909010,2,60,,,,
000000909256,000000909256,2,60,,,,
000000909254,000000909254,2,60,,,,
000000909252,000000909252,2,60,,,,
000000909250,000000909250,2,60,,,,
000000901251,000000901251,2,60,,,,
000000907036,000000907036,2,60,,,,
000000907034,000000907034,2,60,,,,
000000907032,000000907032,2,60,,,,
000000907030,000000907030,2,60,,,,
000000907038,000000907038,2,60,,,,
000000902801,000000902801,2,60,,,,
000000907272,000000907272,2,60,,,,
000000905632,000000905632,2,60,,,,
000000905630,000000905630,2,60,,,,
000000905638,000000905638,2,60,,,,
000000907310,000000907310,2,60,,,,
000000903461,000000903461,2,120,,,,
000000900951,000000900951,2,120,,,,
000000907318,000000907318,2,60,,,,
000000921948,000000921948,2,120,,,,
000000908166,000000908166,2,60,,,,
000000908164,000000908164,2,60,,,,
000000908162,000000908162,2,60,,,,
000000906858,000000906858,2,60,,,,
000000900161,000000900161,2,120,,,,
000000908160,000000908160,2,60,,,,
000000908168,000000908168,2,60,,,,
000000921945,000000921945,2,120,,,,
000000900492,000000900492,2,60,,,,
000000906973,000000906973,2,60,,,,
000000900490,000000900490,2,60,,,,
000000921484,000000921484,2,120,,,,
000000921485,000000921485,2,120,,,,
000000908044,000000908044,2,60,,,,
000000900042,000000900042,2,600,,,,
000000908042,000000908042,2,60,,,,
000000921488,000000921488,2,120,,,,
000000902331,000000902331,2,60,,,,
000000921489,000000921489,2,120,,,,
000000906856,000000906856,2,60,,,,
000000906854,000000906854,2,60,,,,
000000906852,000000906852,2,60,,,,
000000921079,000000921079,2,120,,,,
000000906796,000000906796,2,60,,,,
000000906790,000000906790,2,60,,,,
000000909918,000000909918,2,120,,,,
000000921116,000000921116,2,120,,,,
000000921117,000000921117,2,120,,,,
000000921114,000000921114,2,120,,,,
000000921115,000000921115,2,120,,,,
000000921112,000000921112,2,120,,,,
000000921113,000000921113,2,120,,,,
000000906798,000000906798,2,60,,,,
000000902211,000000902211,2,120,,,,
000000906101,000000906101,2,60,,,,
000000921118,000000921118,2,120,,,,
000000921119,000000921119,2,120,,,,
000000921486,000000921486,2,120,,,,
000000902459,000000902459,2,60,,,,
000000921076,000000921076,2,120,,,,
000000921077,000000921077,2,120,,,,
000000921074,000000921074,2,120,,,,
000000921075,000000921075,2,120,,,,
000000921072,000000921072,2,120,,,,
000000921073,000000921073,2,120,,,,
000000921070,000000921070,2,120,,,,
000000921071,000000921071,2,120,,,,
000000921078,000000921078,2,120,,,,
000000909368,000000909368,2,60,,,,
000000909004,000000909004,2,60,,,,
000000909000,000000909000,2,60,,,,
000000901001,000000901001,2,120,,,,
000000909008,000000909008,2,60,,,,
000000904665,000000904665,2,60,,,,
000000909129,000000909129,2,60,,,,
000000902457,000000902457,2,60,,,,
000000902451,000000902451,2,60,,,,
000000904706,000000904706,2,60,,,,
000000904888,000000904888,2,60,,,,
000000905177,000000905177,2,120,,,,
000000909244,000000909244,2,60,,,,
000000909242,000000909242,2,60,,,,
000000901241,000000901241,2,60,,,,
000000909240,000000909240,2,60,,,,
000000907026,000000907026,2,60,,,,
000000907024,000000907024,2,60,,,,
000000907022,000000907022,2,60,,,,
000000907020,000000907020,2,60,,,,
000000909248,000000909248,2,60,,,,
000000907028,000000907028,2,60,,,,
000000904886,000000904886,2,60,,,,
000000909366,000000909366,2,60,,,,
000000904884,000000904884,2,60,,,,
000000909364,000000909364,2,60,,,,
000000904882,000000904882,2,60,,,,
000000909362,000000909362,2,60,,,,
000000901361,000000901361,2,120,,,,
000000907308,000000907308,2,60,,,,
000000903771,000000903771,2,60,,,,
000000905626,000000905626,2,60,,,,
000000905624,000000905624,2,180,,,,
000000905620,000000905620,2,60,,,,
000000905053,000000905053,2,60,,,,
000000905628,000000905628,2,60,,,,
000000905051,000000905051,2,60,,,,
000000907306,000000907306,2,60,,,,
000000907304,000000907304,2,60,,,,
000000907302,000000907302,2,60,,,,
000000907300,000000907300,2,60,,,,
000000906964,000000906964,2,60,,,,
000000906962,000000906962,2,60,,,,
000000900483,000000900483,2,60,,,,
000000906960,000000906960,2,60,,,,
000000907549,000000907549,2,60,,,,
000000900481,000000900481,2,120,,,,
000000906968,000000906968,2,60,,,,
000000907266,000000907266,2,180,,,,
000000906840,000000906840,2,60,,,,
000000904291,000000904291,2,60,,,,
000000908116,000000908116,2,60,,,,
000000908112,000000908112,2,60,,,,
000000906848,000000906848,2,60,,,,
000000908110,000000908110,2,60,,,,
000000907545,000000907545,2,60,,,,
000000907541,000000907541,2,60,,,,
000000908118,000000908118,2,60,,,,
000000906966,000000906966,2,60,,,,
000000900487,000000900487,2,60,,,,
000000906842,000000906842,2,60,,,,
000000902201,000000902201,2,120,,,,
000000906131,000000906131,2,60,,,,
000000908358,000000908358,2,60,,,,
000000921108,000000921108,2,120,,,,
000000908076,000000908076,2,60,,,,
000000903994,000000903994,2,120,,,,
000000908074,000000908074,2,60,,,,
000000903992,000000903992,2,60,,,,
000000900073,000000900073,2,60,,,,
000000908072,000000908072,2,60,,,,
000000908070,000000908070,2,60,,,,
000000908078,000000908078,2,60,,,,
000000906846,000000906846,2,60,,,,
000000906844,000000906844,2,60,,,,
000000921101,000000921101,2,120,,,,
000000908354,000000908354,2,60,,,,
000000906782,000000906782,2,60,,,,
000000908352,000000908352,2,60,,,,
000000921790,000000921790,2,120,,,,
000000906780,000000906780,2,60,,,,
000000921791,000000921791,2,120,,,,
000000921106,000000921106,2,120,,,,
000000921107,000000921107,2,120,,,,
000000921104,000000921104,2,120,,,,
000000921105,000000921105,2,120,,,,
000000921102,000000921102,2,120,,,,
000000921103,000000921103,2,120,,,,
000000906788,000000906788,2,60,,,,
000000921100,000000921100,2,120,,,,
000000906784,000000906784,2,60,,,,
000000904730,000000904730,2,60,,,,
000000904738,000000904738,2,60,,,,
000000921066,000000921066,2,120,,,,
000000921067,000000921067,2,120,,,,
000000921064,000000921064,2,120,,,,
000000921065,000000921065,2,120,,,,
000000921062,000000921062,2,120,,,,
000000921063,000000921063,2,120,,,,
000000921060,000000921060,2,120,,,,
000000921061,000000921061,2,120,,,,
000000921068,000000921068,2,120,,,,
000000921069,000000921069,2,120,,,,
000000921796,000000921796,2,120,,,,
000000906786,000000906786,2,60,,,,
000000921797,000000921797,2,120,,,,
000000908356,000000908356,2,60,,,,
000000921794,000000921794,2,120,,,,
000000904732,000000904732,2,60,,,,
000000909032,000000909032,2,60,,,,
000000909030,000000909030,2,60,,,,
000000905956,000000905956,2,60,,,,
000000905954,000000905954,2,60,,,,
000000905950,000000905950,2,60,,,,
000000909038,000000909038,2,60,,,,
000000905958,000000905958,2,60,,,,
000000904613,000000904613,2,60,,,,
000000904611,000000904611,2,60,,,,
000000906371,000000906371,2,60,,,,
000000904736,000000904736,2,60,,,,
000000904734,000000904734,2,60,,,,
000000909274,000000909274,2,60,,,,
000000909272,000000909272,2,60,,,,
000000909278,000000909278,2,60,,,,
000000905491,000000905491,2,60,,,,
000000909316,000000909316,2,60,,,,
000000909314,000000909314,2,60,,,,
000000909312,000000909312,2,60,,,,
000000909310,000000909310,2,60,,,,
000000909318,000000909318,2,60,,,,
000000909036,000000909036,2,60,,,,
000000909034,000000909034,2,60,,,,
000000909276,000000909276,2,60,,,,
000000907212,000000907212,2,120,,,,
000000902191,000000902191,2,120,,,,
000000900851,000000900851,2,60,,,,
000000907218,000000907218,2,120,,,,
000000905040,000000905040,2,60,,,,
000000905041,000000905041,2,60,,,,
000000900971,000000900971,2,120,,,,
000000902821,000000902821,2,120,,,,
000000908102,000000908102,2,60,,,,
000000906878,000000906878,2,60,,,,
000000900101,000000900101,1,,,,,
000000900101,000000900101,1,,"14146","14149",,
000000900101,000000900101,1,,"14146","14150",,
000000900101,000000900101,1,,"14149","14146",,
000000900101,000000900101,1,,"14150","14147",,
000000900101,000000900101,1,,"14151","14153",,
000000908100,000000908100,2,60,,,,
000000907576,000000907576,2,60,,,,
000000907572,000000907572,2,60,,,,
000000908108,000000908108,2,60,,,,
000000906916,000000906916,2,60,,,,
000000906914,000000906914,2,60,,,,
000000906912,000000906912,2,60,,,,
000000906910,000000906910,2,60,,,,
000000921961,000000921961,2,120,,,,
000000906918,000000906918,2,60,,,,
000000907216,000000907216,2,120,,,,
000000908104,000000908104,2,60,,,,
000000908060,000000908060,2,60,,,,
000000907456,000000907456,2,120,,,,
000000907454,000000907454,2,120,,,,
000000907452,000000907452,2,120,,,,
000000907450,000000907450,2,120,,,,
000000908068,000000908068,2,60,,,,
000000906876,000000906876,2,60,,,,
000000906874,000000906874,2,60,,,,
000000906872,000000906872,2,60,,,,
000000906870,000000906870,2,60,,,,
000000907458,000000907458,2,120,,,,
000000908106,000000908106,2,60,,,,
000000908062,000000908062,2,60,,,,
000000906124,000000906124,2,60,,,,
000000921134,000000921134,2,120,,,,
000000921132,000000921132,2,120,,,,
000000906122,000000906122,2,60,,,,
000000921133,000000921133,2,120,,,,
000000921130,000000921130,2,120,,,,
000000921788,000000921788,2,120,,,,
000000906120,000000906120,2,60,,,,
000000921131,000000921131,2,120,,,,
000000902231,000000902231,2,120,,,,
000000908348,000000908348,2,60,,,,
000000921789,000000921789,2,120,,,,
000000908066,000000908066,2,60,,,,
000000908064,000000908064,2,60,,,,
000000921018,000000921018,2,120,,,,
000000921019,000000921019,2,120,,,,
000000921786,000000921786,2,120,,,,
000000908346,000000908346,2,60,,,,
000000921787,000000921787,2,120,,,,
000000908344,000000908344,2,60,,,,
000000908342,000000908342,2,60,,,,
000000900341,000000900341,2,120,,,,
000000908340,000000908340,2,60,,,,
000000904152,000000904152,2,60,,,,
000000904728,000000904728,2,60,,,,
000000921016,000000921016,2,120,,,,
000000921017,000000921017,2,120,,,,
000000921014,000000921014,2,120,,,,
000000921015,000000921015,2,120,,,,
000000921012,000000921012,2,120,,,,
000000921013,000000921013,2,120,,,,
000000921010,000000921010,2,120,,,,
000000904158,000000904158,2,60,,,,
000000902511,000000902511,2,120,,,,
000000921011,000000921011,2,120,,,,
000000904156,000000904156,2,60,,,,
000000921255,000000921255,2,120,,,,
000000921253,000000921253,2,120,,,,
000000921259,000000921259,2,120,,,,
000000906361,000000906361,2,60,,,,
000000904726,000000904726,2,60,,,,
000000904724,000000904724,2,60,,,,
000000904722,000000904722,2,60,,,,
000000904720,000000904720,2,60,,,,
000000909810,000000909810,2,60,,,,
000000909302,000000909302,2,60,,,,
000000905489,000000905489,2,60,,,,
000000901301,000000901301,2,120,,,,
000000909308,000000909308,2,60,,,,
000000909024,000000909024,2,60,,,,
000000909022,000000909022,2,60,,,,
000000909020,000000909020,2,60,,,,
000000901021,000000901021,2,60,,,,
000000905944,000000905944,2,60,,,,
000000909028,000000909028,2,60,,,,
000000921256,000000921256,2,120,,,,
000000909304,000000909304,2,60,,,,
000000907320,000000907320,2,60,,,,
000000900961,000000900961,2,120,,,,
000000909266,000000909266,2,60,,,,
000000909264,000000909264,2,60,,,,
000000909262,000000909262,2,60,,,,
000000909260,000000909260,2,60,,,,
000000909268,000000909268,2,60,,,,
000000905481,000000905481,2,60,,,,
000000909306,000000909306,2,60,,,,
000000905073,000000905073,2,60,,,,
000000906906,000000906906,2,60,,,,
000000906904,000000906904,2,60,,,,
000000906902,000000906902,2,60,,,,
000000906900,000000906900,2,60,,,,
000000907569,000000907569,2,60,,,,
000000906908,000000906908,2,60,,,,
000000907206,000000907206,2,60,,,,
000000907204,000000907204,2,180,,,,
000000903714,000000903714,2,60,,,,
000000907202,000000907202,2,180,,,,
000000907200,000000907200,2,60,,,,
000000903711,000000903711,2,60,,,,
000000902181,000000902181,2,120,,,,
000000907208,000000907208,2,180,,,,
000000905077,000000905077,2,60,,,,
000000905075,000000905075,2,60,,,,
000000906802,000000906802,2,60,,,,
000000921813,000000921813,2,120,,,,
000000906800,000000906800,2,60,,,,
000000921811,000000921811,2,120,,,,
000000921818,000000921818,2,120,,,,
000000903611,000000903611,2,60,,,,
000000906926,000000906926,2,60,,,,
000000906924,000000906924,2,60,,,,
000000906922,000000906922,2,60,,,,
000000906920,000000906920,2,60,,,,
000000921930,000000921930,2,120,,,,
