stop_id,stop_name,stop_lat,stop_lon
9014108,Bremen Ortsamt Seehausen,53.11568,8.704411
9014018,Bremen Kriegerdenkmal,53.116712,8.700237
9013923,Bremen Hasenbüren Hagens,53.116538,8.697117
9013688,Bremen Am Glockenstein,53.116764,8.690902
9014225,Bremen Stumper,53.116457,8.683115
9014286,Bremen Wessels,53.117578,8.678985
9013924,Bremen Hasenbürener Deich,53.119649,8.674182
9013922,Bremen Hasenbüren,53.120653,8.671538
9013908,Bremen Güterbahnhof Grolland,53.0795,8.741807
9014223,Bremen Stromer Berg,53.079807,8.73703
9014045,Bremen Ludwig-Erhard-Straße,53.081246,8.730619
9013886,Bremen GVZ-Verkehrsgewerbe Ost,53.083494,8.723576
9013887,Bremen GVZ-Zentralbereich,53.085385,8.717639
9014187,Bremen Senator-Harmssen-Straße,53.087546,8.711909
9013671,Bremen Albert-Bote-Straße,53.090322,8.704472
9013852,Bremen Erich-Kühlmann-Straße,53.094089,8.699587
9014188,Bremen Senator-Mester-Straße,53.094537,8.709992
9014085,Bremen Mühlenhauser Fleet,53.097927,8.718535
9013669,Bremen Akazienstraße,53.078266,8.780314
9014038,Bremen Lindenhofstraße,53.11603,8.758874
9013716,Bremen Arsten,53.027637,8.837534
9014125,Bremen Parsevalstraße,53.067143,8.887862
9014208,Bremen Stahlwerk Tor 1,53.138303,8.714133
9014284,Bremen wohninvest WESERSTADION,53.068875,8.837671
9013682,Bremen Am Dammacker,53.055968,8.815154
9014317,Bremen-Farge Fähranleger,53.198499,8.518854
9014314,Bremen-Blumenthal Fähranleger,53.181835,8.560894
9014332,Bremen-Vegesack Fähranleger,53.168582,8.622395
9014994,Brinkum(Stuhr) Schule Brunnenweg,53.005347,8.776305
9014981,Brinkum(Stuhr) Am Bahnhof,53.014159,8.784592
9014991,Brinkum(Stuhr) Magdeburger Straße,53.014614,8.777611
9014995,Brinkum(Stuhr) Schule Feldstraße,53.011508,8.786621
9014047,Bremen Ludwig-von-Kapff-Straße,53.03218,8.885225
9014269,Bremen Walther-Jacobs-Straße,53.034791,8.885128
9014091,Bremen Neuenkirchener Weg,53.201683,8.560562
9014027,Bremen Köhlhorster Straße,53.199311,8.563063
9014261,Bremen Vorberger Straße,53.19698,8.565518
9082647,Schwanewede Dreienkamp,53.222271,8.599175
9082648,Schwanewede Eichengrund,53.224913,8.59921
9082642,Schwanewede Am Markt,53.22186,8.59456
9013966,Bremen Holthorster Weg,53.17346,8.675907
9013943,Bremen Herdentor,53.079642,8.810039
9013767,Bremen Blumenkamp,53.168617,8.661512
9014146,Bremen Richthofenstraße,53.163958,8.661774
9013862,Bremen Finkenschlag,53.163568,8.657023
9014229,Bremen Taunusstraße,53.164271,8.651447
9014185,Bremen Seefahrtstraße,53.16492,8.646217
9014181,Bremen Schönebecker Straße,53.166745,8.637522
9013904,Bremen Grohn-Markt,53.167045,8.631187
9013731,Bremen Aumunder Heide,53.178094,8.618798
9013734,Bremen Bahnhof Aumund,53.183713,8.618878
9013808,Bremen Carsten-Dreßler-Straße,53.033829,8.844585
9014235,Bremen Theater am Leibnizplatz,53.069659,8.79909
9013698,Bremen Am Neuen Markt,53.072836,8.799535
9013776,Bremen Borgfeld-Ost,53.119653,8.912811
9013670,Bremen Albert-Bischof-Straße,53.117864,8.906101
9013802,Bremen Bürgermeister-Kaisen-Allee,53.120951,8.899986
9014061,Bremen Martinistraße,53.076764,8.803639
9014044,Bremen Louise-Böhm-Weg,53.118985,8.908503
9014182,Bremen Schöpfwerk,53.101872,8.671316
9014144,Bremen Ricarda-Huch-Straße,53.101558,8.816116
9014175,Bremen Schulzentrum Lerchenstraße,53.192248,8.627739
9013955,Bremen Hochschule für Künste,53.097677,8.76963
9013848,Bremen Emmastraße/Bürgerpark,53.094535,8.833433
9013668,Bremen Ahrensstraße,53.086041,8.747544
9013800,Bremen Busestraße/Bürgerpark,53.097139,8.835355
9013892,Bremen Georg-Henschel-Straße,53.087941,8.736353
9014189,Bremen Senator-Nolting-Hauff-Straße,53.099729,8.704085
9013722,Bremen Auf dem Bockhorn,53.213053,8.585265
9014063,Bremen Martinshof Aumund,53.181932,8.630764
9013809,Bremen Celsiusstraße,53.109664,8.848001
9014021,Bremen Kuhgrabenweg,53.113815,8.844014
9065559,Neuenkirchen(Schwanewede) Ahnten,53.234221,8.521228
9013978,Bremen Im Achterkamp,53.089569,8.901573
9014186,Bremen Senator-Blase-Straße,53.095638,8.716275
9013926,Bremen Hauptbahnhof (ZOB Breitenweg),53.082317,8.810391
9013856,Bremen Europahafen,53.085069,8.779888
9013839,Bremen Eduard-Schopf-Allee,53.083004,8.787187
9013760,Bremen Bernauer Straße,53.109519,8.801574
9013782,Bremen Bremervörder Straße,53.098093,8.780528
9013815,Bremen Cuxhavener Straße,53.100178,8.773812
9014221,Bremen Straubinger Straße,53.111546,8.799765
9014232,Bremen Teneverstraße,53.057895,8.963148
9013812,Bremen Cornelius-Edzard-Straße,53.054019,8.791086
9013742,Bremen Bahnhof Oslebshausen,53.135019,8.740205
9013898,Bremen Gottlieb-Daimler-Straße,53.139979,8.701704
9014209,Bremen Stahlwerk Tor 2,53.142393,8.693072
9014312,Bremen-Aumund,53.185195,8.617492
9014006,Bremen Klinikum Bremen-Nord/Beckedorf,53.185269,8.595141
9014313,Bremen-Blumenthal,53.183642,8.581215
9014086,Bremen Mühlenstraße,53.18521,8.57134
9014016,Bremen Kreinsloger,53.188782,8.557846
9014240,Bremen Turnerstraße,53.193225,8.545346
9014316,Bremen-Farge,53.205202,8.516538
9013757,Bremen Belmerstraße,53.052039,8.894824
9013855,Bremen Europaallee/Autohof,53.033943,8.891078
9013867,Bremen Franz-Stickan-Straße,53.089813,8.723032
9014013,Bremen Konsul-Smidt-Straße,53.087363,8.782517
9014275,Bremen Wasserweg,53.196219,8.531245
9013723,Bremen Auf dem Flintacker,53.188963,8.634641
9014247,Bremen Unterführung B75,53.062201,8.771863
9013705,Bremen Am Winterhafen,53.100743,8.763918
9014194,Bremen Silbermannstraße,53.098142,8.76115
9014190,Bremen Senator-Paulmann-Straße,53.070326,8.775482
9014272,Bremen Warturmer Heerstraße,53.072562,8.769577
9014256,Bremen Visbeker Straße,53.075759,8.761682
9014176,Bremen Schuppen 1,53.089847,8.77721
9013976,Bremen Hüttenstraße Süd,53.126482,8.713954
9014244,Bremen Universität-Ost,53.10661,8.863862
9014311,Bremen Überseetor,53.094724,8.771681
9055742,Lilienthal Moorhauser Landstraße,53.147355,8.912158
9014139,Bremen Reedeich-Nord,53.081578,8.755375
9013784,Bremen Bromberger Straße,53.121091,8.761499
9014178,Bremen Schwarzer Weg,53.12581,8.757589
9014273,Bremen Wasserhorster Straße,53.124666,8.760703
9013915,Bremen Halmerweg,53.120739,8.76058
9013990,Bremen Kalischer Straße,53.118385,8.765532
9013819,Bremen De Kreienbarg,53.211112,8.512503
9014260,Bremen Vor den Wischen,53.223023,8.508864
9013825,Bremen Dirschauer Straße,53.116773,8.768244
9013981,Bremen In den Barken,53.114141,8.77
9013690,Bremen Am Hahnenkamp,53.062489,8.950732
9013868,Bremen Fraunhoferstraße,53.116251,8.899534
9013798,Bremen Buschdeel/Wendeplatz,53.190443,8.542791
9013765,Bremen Bf Mahndorf,53.039958,8.944274
9013772,Bremen Bordeaux-Straße,53.03596,8.901992
9014028,Bremen La-Rochelle-Straße,53.033155,8.899999
9014034,Bremen Lankenauer Höft,53.108639,8.740862
9055740,Lilienthal Lilienthal-Mitte,53.143206,8.908811
9013977,Bremen Ikensdamm,53.085305,8.932633
9013956,Bremen Hochschulring,53.106527,8.862167
9014037,Bremen Lesum Park,53.173868,8.681091
9013996,Bremen Kaspar-Ohm-Straße,53.184183,8.626388
9014062,Bremen Martinsheide,53.183005,8.626053
9103705,Bremen Fuldahafen,53.045253,8.883854
9103704,Bremen Ehrenfelsstraße,53.100322,8.757581
9103706,Bremen Überseestadt-Nord,53.102166,8.754545
9106164,Bremen Ludwig-Sütterlin-Straße,53.085791,8.907654
9097791,Bremen Segelsbrück,53.058651,8.897149
9020600,Bremen Bergener Straße,53.031468,8.903186
9020610,Bremen Europaallee-Ost,53.030228,8.90886
9091820,Bremen Marcuskaje,53.094487,8.767481
9091830,Bremen Schuppen 3,53.09244,8.773434
9073100,Schwanewede Zum Marktplatz,53.22268,8.592843
9089009,Bremen PIER 2/Waterfront (Fähranleger),53.107882,8.750016
9089010,Bremen Molenturm Überseestadt (Fähranleger),53.104525,8.750246
9001281,Bremen Schlehenweg,53.050084,8.857481
9001282,Bremen Fontanestraße,53.050385,8.843288
9007675,Bremen Stromer Landstraße,53.082081,8.751472
9071101,Bremen Am Gaswerkgraben,53.076707,8.776059
9081130,Bremen Auf dem Bohnenkamp,53.078226,8.771448
9097111,Bremen Am Tabakquartier,53.07685,8.768874
9079301,Bremen Alter Schutzdeich,53.074508,8.765604
9017513,Brinkum(Stuhr) Marktplatz,53.010794,8.788817
