stop_name,stop_lat,stop_lon,current_time,current_date,daytime
Bremen Loignystraße,53.082555,8.860005,02:44:51,2024-02-16,night
Bremen Löhstraße,53.184836,8.59781,02:44:51,2024-02-16,night
Bremen Lohmannstraße,53.09316,8.803987,02:44:51,2024-02-16,night
Bremen Oslebshauser Landstraße,53.128701,8.729345,02:44:51,2024-02-16,night
Bremen Ohmstraße,53.109118,8.891121,02:44:51,2024-02-16,night
Bremen Obervielander Straße,53.051864,8.740732,02:44:51,2024-02-16,night
Bremen Oewerweg,53.062134,8.931654,02:44:51,2024-02-16,night
Brinkum(Stuhr) IKEA/Marktkauf,53.027399,8.802063,02:44:51,2024-02-16,night
Bremen Rastenburger Straße,53.21403,8.583092,02:44:51,2024-02-16,night
Bremen Am Dobben,53.078596,8.823672,02:44:51,2024-02-16,night
Bremen Kirchbachstraße,53.085023,8.849847,02:44:51,2024-02-16,night
Bremen Hohenbuchener Straße,53.21098,8.579634,02:44:51,2024-02-16,night
Bremen Höger Weg,53.115513,8.894018,02:44:51,2024-02-16,night
Bremen Bockhorner Weg,53.192655,8.574816,02:44:51,2024-02-16,night
Bremen Martin-Luther-Straße,53.188353,8.577122,02:44:51,2024-02-16,night
Bremen Steenkuhlenweg,53.202561,8.571028,02:44:51,2024-02-16,night
Bremen Hegeweg,53.20506,8.574616,02:44:51,2024-02-16,night
Bremen Bahnhof Lesum,53.171129,8.684687,02:44:51,2024-02-16,night
Bremen Bardenflethstraße,53.060398,8.765164,02:44:51,2024-02-16,night
Bremen Verdunstraße,53.081052,8.843632,02:44:51,2024-02-16,night
Bremen Flämische Straße,53.052665,8.715193,02:44:51,2024-02-16,night
Bremen Brenningstraße,53.037378,8.837386,02:44:51,2024-02-16,night
Bremen-Lesum Kirche,53.169581,8.688774,02:44:51,2024-02-16,night
Bremen Klinikum Haupteingang,53.036445,8.817585,02:44:51,2024-02-16,night
Bremen Burgdammer Postweg,53.175454,8.706396,02:44:51,2024-02-16,night
Bremen Weidedamm-Nord,53.099911,8.820266,02:44:51,2024-02-16,night
Bremen Kattenescher Weg,53.030449,8.81252,02:44:51,2024-02-16,night
Bremen Stedinger Brücke,53.094546,8.6664,02:44:51,2024-02-16,night
Bremen Luley,53.088707,8.674244,02:44:51,2024-02-16,night
Bremen Stellfeldsweg,53.086236,8.690978,02:44:51,2024-02-16,night
Bremen-Strom Schule,53.083275,8.701513,02:44:51,2024-02-16,night
Bremen Köhler Brücke,53.076718,8.722993,02:44:51,2024-02-16,night
Bremen Bakeweg,53.092162,8.7508,02:44:51,2024-02-16,night
Bremen Roccoweg,53.094408,8.748123,02:44:51,2024-02-16,night
Bremen Wildeshauser Straße,53.082939,8.768963,02:44:51,2024-02-16,night
Bremen Rablinghausen,53.096063,8.746105,02:44:51,2024-02-16,night
Bremen Hemmstraße,53.094805,8.80845,02:44:51,2024-02-16,night
Bremen Utbremer Ring,53.098252,8.812582,02:44:51,2024-02-16,night
Bremen Innsbrucker Straße,53.101476,8.814684,02:44:51,2024-02-16,night
Bremen Rudolf-Alexander-Schröder-Straße,53.100837,8.817501,02:44:51,2024-02-16,night
Bremen Hohentorsplatz,53.072895,8.788779,02:44:51,2024-02-16,night
Bremen Bahnhof Neustadt,53.075635,8.784052,02:44:51,2024-02-16,night
Bremen Huder Straße,53.079615,8.776158,02:44:51,2024-02-16,night
Bremen Dötlinger Straße,53.081692,8.772089,02:44:51,2024-02-16,night
Bremen Rechtenflether Straße,53.084331,8.766262,02:44:51,2024-02-16,night
Bremen Woltmershauser Friedhof,53.087386,8.76182,02:44:51,2024-02-16,night
Bremen Stromer Straße,53.088699,8.7536,02:44:51,2024-02-16,night
Bremen Neuer Schutzdeich,53.085894,8.752739,02:44:51,2024-02-16,night
Bremen Neustädter Hafen,53.088685,8.744386,02:44:51,2024-02-16,night
Bremen Klärwerk,53.110187,8.716313,02:44:51,2024-02-16,night
Bremen-Seehausen Schule,53.110894,8.709551,02:44:51,2024-02-16,night
Bremen Ortsamt Seehausen,53.11568,8.704411,02:44:51,2024-02-16,night
Bremen Kriegerdenkmal,53.116712,8.700237,02:44:51,2024-02-16,night
Bremen Hasenbüren Hagens,53.116538,8.697117,02:44:51,2024-02-16,night
Bremen Am Glockenstein,53.116764,8.690902,02:44:51,2024-02-16,night
Bremen Stumper,53.116457,8.683115,02:44:51,2024-02-16,night
Bremen Wessels,53.117578,8.678985,02:44:51,2024-02-16,night
Bremen Hasenbürener Deich,53.119649,8.674182,02:44:51,2024-02-16,night
Bremen Hasenbüren,53.120653,8.671538,02:44:51,2024-02-16,night
Bremen Güterbahnhof Grolland,53.0795,8.741807,02:44:51,2024-02-16,night
Bremen Stromer Berg,53.079807,8.73703,02:44:51,2024-02-16,night
Bremen Ludwig-Erhard-Straße,53.081246,8.730619,02:44:51,2024-02-16,night
Bremen GVZ-Verkehrsgewerbe Ost,53.083494,8.723576,02:44:51,2024-02-16,night
Bremen GVZ-Zentralbereich,53.085385,8.717639,02:44:51,2024-02-16,night
Bremen Senator-Harmssen-Straße,53.087546,8.711909,02:44:51,2024-02-16,night
Bremen Albert-Bote-Straße,53.090322,8.704472,02:44:51,2024-02-16,night
Bremen Erich-Kühlmann-Straße,53.094089,8.699587,02:44:51,2024-02-16,night
Bremen Senator-Mester-Straße,53.094537,8.709992,02:44:51,2024-02-16,night
Bremen Mühlenhauser Fleet,53.097927,8.718535,02:44:51,2024-02-16,night
Bremen Akazienstraße,53.078266,8.780314,02:44:51,2024-02-16,night
Bremen Parsevalstraße,53.067143,8.887862,02:44:51,2024-02-16,night
Bremen Stahlwerk Tor 1,53.138303,8.714133,02:44:51,2024-02-16,night
Bremen-Farge Fähranleger,53.198499,8.518854,02:44:51,2024-02-16,night
Bremen-Blumenthal Fähranleger,53.181835,8.560894,02:44:51,2024-02-16,night
Bremen-Vegesack Fähranleger,53.168582,8.622395,02:44:51,2024-02-16,night
Brinkum(Stuhr) Schule Brunnenweg,53.005347,8.776305,02:44:51,2024-02-16,night
Brinkum(Stuhr) Am Bahnhof,53.014159,8.784592,02:44:51,2024-02-16,night
Brinkum(Stuhr) Magdeburger Straße,53.014614,8.777611,02:44:51,2024-02-16,night
Brinkum(Stuhr) Schule Feldstraße,53.011508,8.786621,02:44:51,2024-02-16,night
Bremen Ludwig-von-Kapff-Straße,53.03218,8.885225,02:44:51,2024-02-16,night
Bremen Walther-Jacobs-Straße,53.034791,8.885128,02:44:51,2024-02-16,night
Bremen Neuenkirchener Weg,53.201683,8.560562,02:44:51,2024-02-16,night
Bremen Köhlhorster Straße,53.199311,8.563063,02:44:51,2024-02-16,night
Bremen Vorberger Straße,53.19698,8.565518,02:44:51,2024-02-16,night
Schwanewede Dreienkamp,53.222271,8.599175,02:44:51,2024-02-16,night
Schwanewede Eichengrund,53.224913,8.59921,02:44:51,2024-02-16,night
Schwanewede Am Markt,53.22186,8.59456,02:44:51,2024-02-16,night
Bremen Holthorster Weg,53.17346,8.675907,02:44:51,2024-02-16,night
Bremen Blumenkamp,53.168617,8.661512,02:44:51,2024-02-16,night
Bremen Richthofenstraße,53.163958,8.661774,02:44:51,2024-02-16,night
Bremen Finkenschlag,53.163568,8.657023,02:44:51,2024-02-16,night
Bremen Taunusstraße,53.164271,8.651447,02:44:51,2024-02-16,night
Bremen Seefahrtstraße,53.16492,8.646217,02:44:51,2024-02-16,night
Bremen Schönebecker Straße,53.166745,8.637522,02:44:51,2024-02-16,night
Bremen Grohn-Markt,53.167045,8.631187,02:44:51,2024-02-16,night
Bremen Aumunder Heide,53.178094,8.618798,02:44:51,2024-02-16,night
Bremen Bahnhof Aumund,53.183713,8.618878,02:44:51,2024-02-16,night
Bremen Carsten-Dreßler-Straße,53.033829,8.844585,02:44:51,2024-02-16,night
Bremen Albert-Bischof-Straße,53.117864,8.906101,02:44:51,2024-02-16,night
Bremen Bürgermeister-Kaisen-Allee,53.120951,8.899986,02:44:51,2024-02-16,night
Bremen Martinistraße,53.076764,8.803639,02:44:51,2024-02-16,night
Bremen Louise-Böhm-Weg,53.118985,8.908503,02:44:51,2024-02-16,night
Bremen Schöpfwerk,53.101872,8.671316,02:44:51,2024-02-16,night
Bremen Ricarda-Huch-Straße,53.101558,8.816116,02:44:51,2024-02-16,night
Bremen Schulzentrum Lerchenstraße,53.192248,8.627739,02:44:51,2024-02-16,night
Bremen Hochschule für Künste,53.097677,8.76963,02:44:51,2024-02-16,night
Bremen Emmastraße/Bürgerpark,53.094535,8.833433,02:44:51,2024-02-16,night
Bremen Ahrensstraße,53.086041,8.747544,02:44:51,2024-02-16,night
Bremen Busestraße/Bürgerpark,53.097139,8.835355,02:44:51,2024-02-16,night
Bremen Georg-Henschel-Straße,53.087941,8.736353,02:44:51,2024-02-16,night
Bremen Senator-Nolting-Hauff-Straße,53.099729,8.704085,02:44:51,2024-02-16,night
Bremen Auf dem Bockhorn,53.213053,8.585265,02:44:51,2024-02-16,night
Bremen Martinshof Aumund,53.181932,8.630764,02:44:51,2024-02-16,night
Bremen Celsiusstraße,53.109664,8.848001,02:44:51,2024-02-16,night
Bremen Kuhgrabenweg,53.113815,8.844014,02:44:51,2024-02-16,night
Neuenkirchen(Schwanewede) Ahnten,53.234221,8.521228,02:44:51,2024-02-16,night
Bremen Im Achterkamp,53.089569,8.901573,02:44:51,2024-02-16,night
Bremen Hauptbahnhof (ZOB Breitenweg),53.082317,8.810391,02:44:51,2024-02-16,night
Bremen Bernauer Straße,53.109519,8.801574,02:44:51,2024-02-16,night
Bremen Bremervörder Straße,53.098093,8.780528,02:44:51,2024-02-16,night
Bremen Cuxhavener Straße,53.100178,8.773812,02:44:51,2024-02-16,night
Bremen Straubinger Straße,53.111546,8.799765,02:44:51,2024-02-16,night
Bremen Teneverstraße,53.057895,8.963148,02:44:51,2024-02-16,night
Bremen Bahnhof Oslebshausen,53.135019,8.740205,02:44:51,2024-02-16,night
Bremen Gottlieb-Daimler-Straße,53.139979,8.701704,02:44:51,2024-02-16,night
Bremen Stahlwerk Tor 2,53.142393,8.693072,02:44:51,2024-02-16,night
Bremen-Aumund,53.185195,8.617492,02:44:51,2024-02-16,night
Bremen Klinikum Bremen-Nord/Beckedorf,53.185269,8.595141,02:44:51,2024-02-16,night
Bremen-Blumenthal,53.183642,8.581215,02:44:51,2024-02-16,night
Bremen Mühlenstraße,53.18521,8.57134,02:44:51,2024-02-16,night
Bremen Kreinsloger,53.188782,8.557846,02:44:51,2024-02-16,night
Bremen Turnerstraße,53.193225,8.545346,02:44:51,2024-02-16,night
Bremen-Farge,53.205202,8.516538,02:44:51,2024-02-16,night
Bremen Belmerstraße,53.052039,8.894824,02:44:51,2024-02-16,night
Bremen Europaallee/Autohof,53.033943,8.891078,02:44:51,2024-02-16,night
Bremen Franz-Stickan-Straße,53.089813,8.723032,02:44:51,2024-02-16,night
Bremen Konsul-Smidt-Straße,53.087363,8.782517,02:44:51,2024-02-16,night
Bremen Wasserweg,53.196219,8.531245,02:44:51,2024-02-16,night
Bremen Auf dem Flintacker,53.188963,8.634641,02:44:51,2024-02-16,night
Bremen Unterführung B75,53.062201,8.771863,02:44:51,2024-02-16,night
Bremen Am Winterhafen,53.100743,8.763918,02:44:51,2024-02-16,night
Bremen Silbermannstraße,53.098142,8.76115,02:44:51,2024-02-16,night
Bremen Senator-Paulmann-Straße,53.070326,8.775482,02:44:51,2024-02-16,night
Bremen Warturmer Heerstraße,53.072562,8.769577,02:44:51,2024-02-16,night
Bremen Visbeker Straße,53.075759,8.761682,02:44:51,2024-02-16,night
Bremen Schuppen 1,53.089847,8.77721,02:44:51,2024-02-16,night
Bremen Hüttenstraße Süd,53.126482,8.713954,02:44:51,2024-02-16,night
Bremen Universität-Ost,53.10661,8.863862,02:44:51,2024-02-16,night
Bremen Überseetor,53.094724,8.771681,02:44:51,2024-02-16,night
Bremen Reedeich-Nord,53.081578,8.755375,02:44:51,2024-02-16,night
Bremen Bromberger Straße,53.121091,8.761499,02:44:51,2024-02-16,night
Bremen Schwarzer Weg,53.12581,8.757589,02:44:51,2024-02-16,night
Bremen Wasserhorster Straße,53.124666,8.760703,02:44:51,2024-02-16,night
Bremen Halmerweg,53.120739,8.76058,02:44:51,2024-02-16,night
Bremen Kalischer Straße,53.118385,8.765532,02:44:51,2024-02-16,night
Bremen De Kreienbarg,53.211112,8.512503,02:44:51,2024-02-16,night
Bremen Vor den Wischen,53.223023,8.508864,02:44:51,2024-02-16,night
Bremen Dirschauer Straße,53.116773,8.768244,02:44:51,2024-02-16,night
Bremen In den Barken,53.114141,8.77,02:44:51,2024-02-16,night
Bremen Am Hahnenkamp,53.062489,8.950732,02:44:51,2024-02-16,night
Bremen Fraunhoferstraße,53.116251,8.899534,02:44:51,2024-02-16,night
Bremen Buschdeel/Wendeplatz,53.190443,8.542791,02:44:51,2024-02-16,night
Bremen Bf Mahndorf,53.039958,8.944274,02:44:51,2024-02-16,night
Bremen Bordeaux-Straße,53.03596,8.901992,02:44:51,2024-02-16,night
Bremen La-Rochelle-Straße,53.033155,8.899999,02:44:51,2024-02-16,night
Bremen Lankenauer Höft,53.108639,8.740862,02:44:51,2024-02-16,night
Bremen Ikensdamm,53.085305,8.932633,02:44:51,2024-02-16,night
Bremen Hochschulring,53.106527,8.862167,02:44:51,2024-02-16,night
Bremen Lesum Park,53.173868,8.681091,02:44:51,2024-02-16,night
Bremen Kaspar-Ohm-Straße,53.184183,8.626388,02:44:51,2024-02-16,night
Bremen Martinsheide,53.183005,8.626053,02:44:51,2024-02-16,night
Bremen Fuldahafen,53.045253,8.883854,02:44:51,2024-02-16,night
Bremen Ehrenfelsstraße,53.100322,8.757581,02:44:51,2024-02-16,night
Bremen Überseestadt-Nord,53.102166,8.754545,02:44:51,2024-02-16,night
Bremen Ludwig-Sütterlin-Straße,53.085791,8.907654,02:44:51,2024-02-16,night
Bremen Segelsbrück,53.058651,8.897149,02:44:51,2024-02-16,night
Bremen Bergener Straße,53.031468,8.903186,02:44:51,2024-02-16,night
Bremen Europaallee-Ost,53.030228,8.90886,02:44:51,2024-02-16,night
Bremen Marcuskaje,53.094487,8.767481,02:44:51,2024-02-16,night
Bremen Schuppen 3,53.09244,8.773434,02:44:51,2024-02-16,night
Schwanewede Zum Marktplatz,53.22268,8.592843,02:44:51,2024-02-16,night
Bremen PIER 2/Waterfront (Fähranleger),53.107882,8.750016,02:44:51,2024-02-16,night
Bremen Molenturm Überseestadt (Fähranleger),53.104525,8.750246,02:44:51,2024-02-16,night
Bremen Schlehenweg,53.050084,8.857481,02:44:51,2024-02-16,night
Bremen Fontanestraße,53.050385,8.843288,02:44:51,2024-02-16,night
Bremen Stromer Landstraße,53.082081,8.751472,02:44:51,2024-02-16,night
Bremen Am Gaswerkgraben,53.076707,8.776059,02:44:51,2024-02-16,night
Bremen Auf dem Bohnenkamp,53.078226,8.771448,02:44:51,2024-02-16,night
Bremen Am Tabakquartier,53.07685,8.768874,02:44:51,2024-02-16,night
Bremen Alter Schutzdeich,53.074508,8.765604,02:44:51,2024-02-16,night
Brinkum(Stuhr) Marktplatz,53.010794,8.788817,02:44:51,2024-02-16,night
