start_date,current_time,weekday,holiday,starting_stop_time,line,number_of_stops,direction,number_of_building_sites,stop,stop_sequence,arrival_delay_sec,departure_delay_sec,stop_lat,stop_lon,current_speed,freeflow_Speed,average_traffic_load_percentage
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Universität-Nord,17.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Universität-Nord,17.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Flughafen,0,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Universität,0,Bremen Universität-Nord,24.0,1,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Universität,0,Bremen Universität-Nord,24.0,1,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Flughafen,0,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Universität,0,Bremen Universität-Nord,24.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Flughafen,0,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Universität,0,Bremen Universität-Nord,24.0,1,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Flughafen,0,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:39:00,31,30,Borgfeld-Ost,0,Bremen Universität-Nord,16.0,1,1,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:35:00,31,30,Nedderland,0,Bremen Universität-Nord,13.0,1,1,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:43:00,22,26,Universität-Ost,1,Bremen Universität-Nord,23.0,0,1,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,22,26,Kattenturm,1,Bremen Universität-Nord,2.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:35:00,22,26,Kattenturm,1,Bremen Universität-Nord,2.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:23:00,22,26,Universität-Ost,1,Bremen Universität-Nord,23.0,1,1,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:51:00,28,26,Überseestadt,0,Bremen Universität-Nord,0.0,0,0,53.11064,8.854691,52.0,52.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Universität-Süd,2.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Universität-Süd,15.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Universität-Süd,15.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Universität-Süd,2.0,0,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Universität-Süd,2.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Flughafen,0,Bremen Universität-Süd,2.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Universität,0,Bremen Universität-Süd,22.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Universität,0,Bremen Universität-Süd,22.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Flughafen,0,Bremen Universität-Süd,2.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Universität,0,Bremen Universität-Süd,22.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Flughafen,0,Bremen Universität-Süd,2.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Universität,0,Bremen Universität-Süd,22.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Flughafen,0,Bremen Universität-Süd,2.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:39:00,31,30,Borgfeld-Ost,0,Bremen Universität-Süd,14.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:35:00,31,30,Nedderland,0,Bremen Universität-Süd,15.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:43:00,22,26,Universität-Ost,1,Bremen Universität-Süd,21.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:55:00,22,26,Kattenturm,1,Bremen Universität-Süd,4.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:35:00,22,26,Kattenturm,1,Bremen Universität-Süd,4.0,0,0,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:23:00,22,26,Universität-Ost,1,Bremen Universität-Süd,21.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:34:00,28,26,Universität,0,Bremen Universität-Süd,23.0,0,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:51:00,28,26,Überseestadt,0,Bremen Universität-Süd,2.0,1,1,53.105197,8.850888,31.0,47.0,0.3404
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Lise-Meitner-Straße,3.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Lise-Meitner-Straße,3.0,0,0,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Lise-Meitner-Straße,3.0,0,0,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Flughafen,0,Bremen Lise-Meitner-Straße,3.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Universität,0,Bremen Lise-Meitner-Straße,21.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Universität,0,Bremen Lise-Meitner-Straße,21.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Flughafen,0,Bremen Lise-Meitner-Straße,3.0,0,0,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Universität,0,Bremen Lise-Meitner-Straße,21.0,0,0,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Flughafen,0,Bremen Lise-Meitner-Straße,3.0,0,0,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Universität,0,Bremen Lise-Meitner-Straße,21.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Flughafen,0,Bremen Lise-Meitner-Straße,3.0,0,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:35:00,31,30,Nedderland,0,Bremen Lise-Meitner-Straße,16.0,1,1,53.103608,8.855622,33.0,46.0,0.2826
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Berufsbildungswerk,4.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Berufsbildungswerk,13.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Berufsbildungswerk,13.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Berufsbildungswerk,4.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Berufsbildungswerk,4.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Flughafen,0,Bremen Berufsbildungswerk,4.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Universität,0,Bremen Berufsbildungswerk,20.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:51:00,6,25,Universität,0,Bremen Berufsbildungswerk,20.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:31:00,6,25,Flughafen,0,Bremen Berufsbildungswerk,4.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Universität,0,Bremen Berufsbildungswerk,20.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,13:01:00,6,25,Flughafen,0,Bremen Berufsbildungswerk,4.0,0,0,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Universität,0,Bremen Berufsbildungswerk,20.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:41:00,6,25,Flughafen,0,Bremen Berufsbildungswerk,4.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:39:00,31,30,Borgfeld-Ost,0,Bremen Berufsbildungswerk,12.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:35:00,31,30,Nedderland,0,Bremen Berufsbildungswerk,17.0,1,1,53.102639,8.859212,34.0,34.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Helmer,5.0,1,1,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Helmer,12.0,0,0,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Helmer,12.0,0,0,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Helmer,5.0,0,1,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Helmer,5.0,0,0,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:39:00,31,30,Borgfeld-Ost,0,Bremen Helmer,11.0,1,1,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:35:00,31,30,Nedderland,0,Bremen Helmer,18.0,1,1,53.09924,8.862825,32.0,32.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Friedrich-Mißler-Straße,8.0,1,1,53.08715,8.871199,39.0,39.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Friedrich-Mißler-Straße,9.0,0,0,53.08715,8.871199,39.0,39.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Friedrich-Mißler-Straße,9.0,0,0,53.08715,8.871199,39.0,39.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Friedrich-Mißler-Straße,8.0,1,1,53.08715,8.871199,39.0,39.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Friedrich-Mißler-Straße,8.0,0,0,53.08715,8.871199,39.0,39.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Heinrich-Hertz-Straße,9.0,1,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Heinrich-Hertz-Straße,8.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Heinrich-Hertz-Straße,8.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Heinrich-Hertz-Straße,9.0,1,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Heinrich-Hertz-Straße,9.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:28:00,24,32,Rablinghausen,0,Bremen Heinrich-Hertz-Straße,5.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:17:00,24,32,Neue Vahr-Nord,0,Bremen Heinrich-Hertz-Straße,26.0,1,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:37:00,24,32,Neue Vahr-Nord,0,Bremen Heinrich-Hertz-Straße,26.0,1,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:27:00,24,32,Neue Vahr-Nord,0,Bremen Heinrich-Hertz-Straße,26.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:38:00,24,32,Rablinghausen,0,Bremen Heinrich-Hertz-Straße,5.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:18:00,24,32,Rablinghausen,0,Bremen Heinrich-Hertz-Straße,5.0,0,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:57:00,24,32,Neue Vahr-Nord,0,Bremen Heinrich-Hertz-Straße,26.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:48:00,24,32,Rablinghausen,0,Bremen Heinrich-Hertz-Straße,5.0,0,1,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:58:00,24,32,Rablinghausen,0,Bremen Heinrich-Hertz-Straße,5.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:47:00,24,32,Neue Vahr-Nord,0,Bremen Heinrich-Hertz-Straße,26.0,0,0,53.082918,8.874987,40.0,40.0,0.0
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Polizeipräsidium,10.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Polizeipräsidium,7.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Polizeipräsidium,7.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Polizeipräsidium,10.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Polizeipräsidium,10.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:48:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,11:59:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:20:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:52:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:26:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:18:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:46:00,1,44,Huchting,0,Bremen Polizeipräsidium,6.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:44:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:56:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:59:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:37:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:09:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:00:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:41:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:33:00,1,44,Bf Mahndorf,0,Bremen Polizeipräsidium,22.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:30:00,1,44,Huchting,0,Bremen Polizeipräsidium,21.0,1,1,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:15:00,4,49,Lilienthal,0,Bremen Polizeipräsidium,6.0,0,0,53.079174,8.878882,27.0,35.0,0.2286
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Schneverdinger Straße,11.0,1,1,53.076633,8.880817,27.0,42.0,0.3571
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Schneverdinger Straße,6.0,0,0,53.076633,8.880817,27.0,42.0,0.3571
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Schneverdinger Straße,6.0,1,1,53.076633,8.880817,27.0,42.0,0.3571
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Schneverdinger Straße,11.0,1,1,53.076633,8.880817,27.0,42.0,0.3571
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Schneverdinger Straße,11.0,0,0,53.076633,8.880817,27.0,42.0,0.3571
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Rennplatz,12.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Rennplatz,5.0,0,0,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Rennplatz,5.0,0,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Rennplatz,12.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Rennplatz,12.0,0,0,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,13:01:00,25,39,Osterholz,1,Bremen Rennplatz,28.0,0,0,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:06:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:36:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,0,0,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:51:00,25,39,Osterholz,1,Bremen Rennplatz,28.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:31:00,25,39,Osterholz,1,Bremen Rennplatz,28.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:16:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:46:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:56:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,0,0,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:01:00,25,39,Osterholz,1,Bremen Rennplatz,28.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:41:00,25,39,Osterholz,1,Bremen Rennplatz,28.0,0,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:26:00,25,39,Weidedamm-Süd,1,Bremen Rennplatz,11.0,1,1,53.07149,8.886515,38.0,48.0,0.2083
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Parsevalstraße,13.0,1,1,53.067143,8.887862,28.0,39.0,0.2821
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Parsevalstraße,4.0,0,0,53.067143,8.887862,28.0,39.0,0.2821
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Parsevalstraße,4.0,1,1,53.067143,8.887862,28.0,39.0,0.2821
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Parsevalstraße,13.0,1,1,53.067143,8.887862,28.0,39.0,0.2821
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Parsevalstraße,13.0,0,0,53.067143,8.887862,28.0,39.0,0.2821
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Bahnhof Sebaldsbrück,14.0,1,1,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Bahnhof Sebaldsbrück,3.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Bahnhof Sebaldsbrück,3.0,1,1,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Bahnhof Sebaldsbrück,14.0,1,1,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Bahnhof Sebaldsbrück,14.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,13:01:00,10,33,Gröpelingen,1,Bremen Bahnhof Sebaldsbrück,3.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:20:00,10,33,Sebaldsbrück,1,Bremen Bahnhof Sebaldsbrück,28.0,1,1,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:41:00,10,33,Gröpelingen,1,Bremen Bahnhof Sebaldsbrück,3.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:31:00,10,33,Gröpelingen,1,Bremen Bahnhof Sebaldsbrück,3.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:50:00,10,33,Sebaldsbrück,1,Bremen Bahnhof Sebaldsbrück,28.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:40:00,10,33,Sebaldsbrück,1,Bremen Bahnhof Sebaldsbrück,28.0,1,1,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:51:00,10,33,Gröpelingen,1,Bremen Bahnhof Sebaldsbrück,3.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:30:00,10,33,Sebaldsbrück,1,Bremen Bahnhof Sebaldsbrück,28.0,0,0,53.062197,8.887576,16.0,27.0,0.4074
2024-02-14,13:01:58,Wednesday,0,12:40:00,21,25,Sebaldsbrück / 44 Bf Mahndorf,2,Bremen Trinidadstraße,15.0,1,1,53.060028,8.893732,17.0,26.0,0.3462
2024-02-14,13:01:58,Wednesday,0,12:53:00,21,25,Universität,2,Bremen Trinidadstraße,2.0,0,0,53.060028,8.893732,17.0,26.0,0.3462
2024-02-14,13:01:58,Wednesday,0,12:38:00,21,25,Universität,2,Bremen Trinidadstraße,2.0,0,0,53.060028,8.893732,17.0,26.0,0.3462
2024-02-14,13:01:58,Wednesday,0,12:25:00,21,25,Blockdiek,2,Bremen Trinidadstraße,15.0,1,1,53.060028,8.893732,17.0,26.0,0.3462
2024-02-14,13:01:58,Wednesday,0,12:55:00,21,25,Blockdiek,2,Bremen Trinidadstraße,15.0,0,0,53.060028,8.893732,17.0,26.0,0.3462
