stop_lat,stop_lon,Haltestelle,currentSpeed,freeFlowSpeed,Verkehrsauslastung in %
53.078266,8.780314,Bremen Akazienstraße,36.0,36.0,0.0
53.138303,8.714133,Bremen Stahlwerk Tor 1,26.0,35.0,0.2571
53.014159,8.784592,Brinkum(Stuhr) Am Bahnhof,40.0,50.0,0.2
53.014614,8.777611,Brinkum(Stuhr) Magdeburger Straße,40.0,50.0,0.2
53.011508,8.786621,Brinkum(Stuhr) Schule Feldstraße,40.0,40.0,0.0
53.03218,8.885225,Bremen Ludwig-von-Kapff-Straße,50.0,50.0,0.0
53.034791,8.885128,Bremen Walther-Jacobs-Straße,34.0,47.0,0.2766
53.201683,8.560562,Bremen Neuenkirchener Weg,38.0,38.0,0.0
53.199311,8.563063,Bremen Köhlhorster Straße,29.0,34.0,0.1471
53.19698,8.565518,Bremen Vorberger Straße,34.0,38.0,0.1053
53.222271,8.599175,Schwanewede Dreienkamp,41.0,41.0,0.0
53.224913,8.59921,Schwanewede Eichengrund,41.0,41.0,0.0
53.22186,8.59456,Schwanewede Am Markt,42.0,42.0,0.0
53.17346,8.675907,Bremen Holthorster Weg,31.0,44.0,0.2955
53.168617,8.661512,Bremen Blumenkamp,58.0,75.0,0.2267
53.163958,8.661774,Bremen Richthofenstraße,37.0,45.0,0.1778
53.163568,8.657023,Bremen Finkenschlag,37.0,45.0,0.1778
53.164271,8.651447,Bremen Taunusstraße,46.0,46.0,0.0
53.16492,8.646217,Bremen Seefahrtstraße,46.0,46.0,0.0
53.166745,8.637522,Bremen Schönebecker Straße,46.0,46.0,0.0
53.167045,8.631187,Bremen Grohn-Markt,46.0,46.0,0.0
53.178094,8.618798,Bremen Aumunder Heide,33.0,33.0,0.0
53.183713,8.618878,Bremen Bahnhof Aumund,18.0,33.0,0.4545
53.033829,8.844585,Bremen Carsten-Dreßler-Straße,34.0,40.0,0.15
53.076764,8.803639,Bremen Martinistraße,7.0,19.0,0.6316
53.101558,8.816116,Bremen Ricarda-Huch-Straße,62.0,62.0,0.0
53.097677,8.76963,Bremen Hochschule für Künste,51.0,51.0,0.0
53.086041,8.747544,Bremen Ahrensstraße,55.0,55.0,0.0
53.087941,8.736353,Bremen Georg-Henschel-Straße,55.0,55.0,0.0
53.099729,8.704085,Bremen Senator-Nolting-Hauff-Straße,57.0,57.0,0.0
53.109664,8.848001,Bremen Celsiusstraße,52.0,52.0,0.0
53.113815,8.844014,Bremen Kuhgrabenweg,52.0,52.0,0.0
53.234221,8.521228,Neuenkirchen(Schwanewede) Ahnten,64.0,64.0,0.0
53.100178,8.773812,Bremen Cuxhavener Straße,51.0,51.0,0.0
53.057895,8.963148,Bremen Teneverstraße,23.0,40.0,0.425
53.135019,8.740205,Bremen Bahnhof Oslebshausen,57.0,64.0,0.1094
53.052039,8.894824,Bremen Belmerstraße,29.0,29.0,0.0
53.033943,8.891078,Bremen Europaallee/Autohof,81.0,81.0,0.0
53.089813,8.723032,Bremen Franz-Stickan-Straße,65.0,65.0,0.0
53.087363,8.782517,Bremen Konsul-Smidt-Straße,28.0,28.0,0.0
53.196219,8.531245,Bremen Wasserweg,22.0,40.0,0.45
53.062201,8.771863,Bremen Unterführung B75,47.0,47.0,0.0
53.100743,8.763918,Bremen Am Winterhafen,51.0,51.0,0.0
53.098142,8.76115,Bremen Silbermannstraße,36.0,36.0,0.0
53.070326,8.775482,Bremen Senator-Paulmann-Straße,33.0,52.0,0.3654
53.072562,8.769577,Bremen Warturmer Heerstraße,34.0,49.0,0.3061
53.075759,8.761682,Bremen Visbeker Straße,40.0,53.0,0.2453
53.089847,8.77721,Bremen Schuppen 1,44.0,44.0,0.0
53.126482,8.713954,Bremen Hüttenstraße Süd,41.0,50.0,0.18
53.10661,8.863862,Bremen Universität-Ost,62.0,62.0,0.0
53.094724,8.771681,Bremen Überseetor,44.0,44.0,0.0
53.081578,8.755375,Bremen Reedeich-Nord,59.0,59.0,0.0
53.121091,8.761499,Bremen Bromberger Straße,20.0,34.0,0.4118
53.12581,8.757589,Bremen Schwarzer Weg,26.0,36.0,0.2778
53.124666,8.760703,Bremen Wasserhorster Straße,122.0,122.0,0.0
53.120739,8.76058,Bremen Halmerweg,20.0,34.0,0.4118
53.118385,8.765532,Bremen Kalischer Straße,20.0,34.0,0.4118
53.211112,8.512503,Bremen De Kreienbarg,35.0,50.0,0.3
53.223023,8.508864,Bremen Vor den Wischen,53.0,53.0,0.0
53.116773,8.768244,Bremen Dirschauer Straße,20.0,34.0,0.4118
53.114141,8.77,Bremen In den Barken,20.0,34.0,0.4118
53.062489,8.950732,Bremen Am Hahnenkamp,24.0,39.0,0.3846
53.190443,8.542791,Bremen Buschdeel/Wendeplatz,36.0,36.0,0.0
53.039958,8.944274,Bremen Bf Mahndorf,45.0,45.0,0.0
53.03596,8.901992,Bremen Bordeaux-Straße,117.0,117.0,0.0
53.033155,8.899999,Bremen La-Rochelle-Straße,117.0,117.0,0.0
53.173868,8.681091,Bremen Lesum Park,58.0,58.0,0.0
53.184183,8.626388,Bremen Kaspar-Ohm-Straße,31.0,43.0,0.2791
53.045253,8.883854,Bremen Fuldahafen,51.0,51.0,0.0
53.100322,8.757581,Bremen Ehrenfelsstraße,36.0,36.0,0.0
53.102166,8.754545,Bremen Überseestadt-Nord,51.0,51.0,0.0
53.031468,8.903186,Bremen Bergener Straße,117.0,117.0,0.0
53.030228,8.90886,Bremen Europaallee-Ost,117.0,117.0,0.0
53.094487,8.767481,Bremen Marcuskaje,44.0,44.0,0.0
53.09244,8.773434,Bremen Schuppen 3,44.0,44.0,0.0
53.22268,8.592843,Schwanewede Zum Marktplatz,49.0,49.0,0.0
53.050084,8.857481,Bremen Schlehenweg,33.0,39.0,0.1538
53.050385,8.843288,Bremen Fontanestraße,31.0,39.0,0.2051
53.076707,8.776059,Bremen Am Gaswerkgraben,36.0,36.0,0.0
53.078226,8.771448,Bremen Auf dem Bohnenkamp,36.0,36.0,0.0
53.074508,8.765604,Bremen Alter Schutzdeich,40.0,53.0,0.2453
53.010794,8.788817,Brinkum(Stuhr) Marktplatz,33.0,42.0,0.2143
